,Date,EUR.USD.Close,EUR.USD.High,EUR.USD.Low,USD.JPY.Close,USD.JPY.High,USD.JPY.Low,USD.CHF.Close,USD.CHF.High,USD.CHF.Low,GBP.USD.Close,GBP.USD.High,GBP.USD.Low,USD.CAD.Close,USD.CAD.High,USD.CAD.Low,EUR.GBP.Close,EUR.GBP.High,EUR.GBP.Low,EUR.JPY.Close,EUR.JPY.High,EUR.JPY.Low,EUR.CHF.Close,EUR.CHF.High,EUR.CHF.Low,AUD.USD.Close,AUD.USD.High,AUD.USD.Low,GBP.JPY.Close,GBP.JPY.High,GBP.JPY.Low,CHF.JPY.Close,CHF.JPY.High,CHF.JPY.Low,GBP.CHF.Close,GBP.CHF.High,GBP.CHF.Low,NZD.USD.Close,NZD.USD.High,NZD.USD.Low,GBP.AUD.Close,GBP.AUD.High,GBP.AUD.Low,EUR.AUD.Close,EUR.AUD.High,EUR.AUD.Low,market
117,6/13/2016,1.1289,1.1303,1.12325,106.23,106.915,105.74,0.96419,0.96783,0.96301,1.4224,1.43257,1.4116,1.28037,1.28267,1.27507,0.7933,0.7986,0.78792,119.951,120.35,119.01,1.08862,1.09222,1.084,0.73882,0.7411,0.73598,151.12,152.51,149.487,110.17,110.83,109.56,1.3711,1.38283,1.36179,0.70473,0.70815,0.70322,1.9662,1.9727,1.9558,0.6627,0.6649,0.6578,4848.439941
118,6/14/2016,1.1207,1.12984,1.11892,106.055,106.42,105.63,0.9633,0.96684,0.96212,1.40968,1.422,1.40913,1.28507,1.28728,1.28164,0.7946,0.79725,0.79106,118.85,120.12,118.52,1.0798,1.08839,1.079,0.7358,0.7405,0.73309,149.5,151.257,149.211,110.03,110.448,109.38,1.3582,1.37053,1.35824,0.70001,0.70574,0.69947,1.9709,1.974,1.9359,0.6592,0.6599,0.6531,4843.549805
119,6/15/2016,1.1265,1.12985,1.11899,105.979,106.395,105.44,0.96121,0.96636,0.95916,1.41802,1.42139,1.41074,1.29093,1.29432,1.28268,0.79438,0.79683,0.78928,119.379,119.5,118.72,1.08286,1.08605,1.07938,0.74187,0.7446,0.73341,150.278,151.175,149.544,110.23,110.4,109.61,1.36301,1.3729,1.35905,0.7045,0.7071,0.69644,1.9406,1.9454,1.9237,0.6561,0.6582,0.654,4834.930176
120,6/16/2016,1.123,1.1295,1.11312,104.266,106.01,103.556,0.96441,0.96865,0.95723,1.42085,1.4253,1.40131,1.29678,1.30856,1.2896,0.79023,0.79948,0.78893,117.091,119.384,115.507,1.08308,1.08646,1.07777,0.7367,0.74418,0.72857,148.146,150.515,145.408,108.094,110.25,107.15,1.37031,1.37541,1.35262,0.70388,0.70933,0.69693,1.9289,1.9332,1.9082,0.6559,0.66,0.6504,4844.919922
121,6/17/2016,1.12802,1.12963,1.12229,104.2,104.828,104.086,0.9599,0.9659,0.95892,1.43607,1.43878,1.42044,1.28734,1.29613,1.28303,0.78548,0.791,0.78428,117.547,118.096,116.906,1.08299,1.08743,1.081,0.7398,0.7411,0.73644,149.647,149.917,148.216,108.539,108.7,107.93,1.37856,1.37982,1.37018,0.70639,0.70722,0.70331,1.9176,1.9246,1.9016,0.658,0.6607,0.654,4800.339844
122,6/20/2016,1.1306,1.13824,1.1286,103.96,104.842,103.818,0.9624,0.9642,0.9576,1.4684,1.47073,1.43946,1.28098,1.2878,1.2773,0.7697,0.78504,0.7696,117.57,119.136,117.42,1.0883,1.09083,1.08614,0.7448,0.74809,0.7398,152.67,153.637,149.39,108,109.32,107.89,1.4135,1.4144,1.38811,0.71056,0.71304,0.7052,1.9183,1.9335,1.9087,0.6566,0.6588,0.6527,4837.209961
123,6/21/2016,1.1249,1.13494,1.12434,104.868,105.058,103.585,0.9617,0.96233,0.95728,1.46174,1.47836,1.46186,1.2814,1.28265,1.27631,0.76953,0.7745,0.7655,117.971,118.685,117.322,1.08214,1.0905,1.0799,0.7456,0.75125,0.7453,153.28,154.386,151.931,109.02,109.3,107.709,1.40607,1.41824,1.40553,0.71222,0.7169,0.71029,1.9319,1.9345,1.9053,0.6542,0.6579,0.653,4843.759766
124,6/22/2016,1.1304,1.13375,1.12366,104.44,104.85,104.319,0.9588,0.9629,0.95511,1.467,1.4774,1.46427,1.28309,1.28528,1.27427,0.7702,0.7718,0.7656,118.04,118.605,117.434,1.084,1.08509,1.08023,0.7498,0.7527,0.74421,153.256,154.577,152.868,108.9,109.54,108.55,1.407,1.41394,1.404,0.7166,0.71883,0.71211,1.9341,1.954,1.9226,0.6552,0.6574,0.6534,4833.319824
125,6/23/2016,1.13449,1.1421,1.1317,105.823,106.038,104.027,0.95836,0.96013,0.95222,1.48184,1.49464,1.47315,1.27842,1.28187,1.26791,0.76545,0.7707,0.76236,120.046,120.895,117.956,1.08724,1.09146,1.08366,0.75959,0.76023,0.75099,156.808,158.091,153.406,110.39,110.91,108.45,1.42016,1.42852,1.40985,0.72401,0.72535,0.7161,1.9455,1.9526,1.9323,0.6568,0.6584,0.6532,4910.040039
126,6/24/2016,1.11219,1.14239,1.09118,102.315,106.622,99.014,0.9673,0.98024,0.95931,1.3688,1.5006,1.32307,1.29815,1.30987,1.27394,0.81231,0.8316,0.76043,113.81,121.772,109.47,1.0758,1.1013,1.06237,0.74904,0.76351,0.73064,140.058,159.938,133.344,105.74,110.68,101.864,1.32421,1.44583,1.28704,0.7134,0.72597,0.69736,1.9412,1.9576,1.9373,0.6557,0.6574,0.6531,4707.97998
127,6/27/2016,1.10132,1.10836,1.09711,102.01,102.472,101.409,0.9784,0.98191,0.9708,1.3187,1.35131,1.31213,1.3079,1.312,1.29756,0.83507,0.83791,0.81553,112.36,113.67,111.385,1.0776,1.08054,1.0717,0.7337,0.74516,0.7322,134.533,139.79,133.362,104.22,105.3,103.54,1.29027,1.3147,1.28517,0.6996,0.7113,0.69811,1.9498,1.9869,1.9466,0.6567,0.6574,0.6476,4594.439941
128,6/28/2016,1.1057,1.11115,1.10106,102.732,102.84,101.561,0.98216,0.98369,0.97643,1.33413,1.3428,1.3216,1.3054,1.31076,1.2967,0.8286,0.8342,0.82573,113.599,113.724,111.933,1.0861,1.0868,1.07736,0.73671,0.74149,0.7331,137.058,137.448,134.305,104.578,104.94,103.823,1.31048,1.31375,1.29317,0.7026,0.70851,0.69878,1.9603,1.9709,1.9524,0.6488,0.6515,0.6441,4691.870117
129,6/29/2016,1.1107,1.11304,1.10495,102.77,102.829,102.176,0.98022,0.98229,0.97801,1.3422,1.3533,1.3288,1.29743,1.30422,1.29739,0.82728,0.8321,0.8206,114.15,114.36,112.9,1.0887,1.08943,1.08373,0.74405,0.74562,0.73822,137.95,139.012,135.886,104.83,105.09,104.02,1.3156,1.32591,1.30337,0.71111,0.71361,0.70463,1.9707,1.9977,1.9677,0.6482,0.6524,0.6453,4779.25
130,6/30/2016,1.1087,1.11543,1.10243,103.238,103.292,102.362,0.9768,0.98203,0.97285,1.3284,1.34958,1.32071,1.2943,1.30162,1.29158,0.83439,0.83826,0.8241,114.464,114.796,113.343,1.0832,1.08983,1.08,0.7444,0.74724,0.73718,137.169,138.842,135.919,105.659,105.82,104.33,1.2979,1.32025,1.29211,0.71295,0.71413,0.70579,1.9951,2.0082,1.9832,0.6483,0.6496,0.643,4842.669922
131,7/1/2016,1.1131,1.11693,1.10723,102.49,103.296,102.444,0.97419,0.97807,0.97109,1.3276,1.33492,1.32452,1.291,1.29747,1.2866,0.8383,0.8406,0.83165,114.1,114.67,113.685,1.0845,1.08584,1.082,0.7485,0.7503,0.74379,136.07,137.666,135.778,105.17,105.789,104.92,1.2932,1.30301,1.28982,0.716,0.71976,0.71187,1.9866,2.0048,1.9816,0.6485,0.6565,0.647,4862.569824
132,7/4/2016,1.1142,1.1148,1.1098,102.502,102.803,102.429,0.97135,0.97583,0.971,1.3297,1.33408,1.3236,1.28427,1.29199,1.2832,0.83769,0.8401,0.83539,114.213,114.51,113.966,1.0823,1.08527,1.0818,0.75371,0.75448,0.74448,136.311,136.805,135.75,105.49,105.64,105.12,1.2919,1.29611,1.28877,0.72357,0.7241,0.71605,2.0016,2.0446,1.9977,0.6498,0.6517,0.6435,NA
133,7/5/2016,1.1068,1.11864,1.10662,101.61,102.592,101.454,0.97717,0.9774,0.96853,1.3027,1.3286,1.30006,1.2997,1.29977,1.28479,0.84951,0.8548,0.8388,112.48,114.354,112.4,1.0815,1.08487,1.0806,0.7453,0.75442,0.74542,132.36,136.229,132.039,103.96,105.65,103.89,1.2728,1.28993,1.26783,0.7142,0.72337,0.714,2.0381,2.0444,2.03,0.6443,0.6474,0.6435,4822.899902
134,7/6/2016,1.11048,1.11114,1.10293,101.27,101.745,100.202,0.9747,0.98061,0.97406,1.2934,1.3028,1.27982,1.2962,1.3056,1.29529,0.8583,0.86377,0.8495,112.46,112.67,110.81,1.0824,1.08401,1.07946,0.7515,0.75191,0.74084,130.97,132.494,128.815,103.886,104.14,102.38,1.26074,1.27276,1.25179,0.7131,0.71499,0.70803,2.0362,2.0388,2.0238,0.6462,0.6474,0.6443,4859.160156
135,7/7/2016,1.1054,1.11073,1.10528,100.735,101.397,100.601,0.97908,0.97917,0.97411,1.28926,1.30471,1.28776,1.30092,1.30209,1.28771,0.8573,0.86131,0.8491,111.355,112.54,111.226,1.0822,1.0837,1.08061,0.74772,0.7539,0.74675,129.877,131.943,129.596,102.86,103.99,102.8,1.2622,1.2747,1.25616,0.72182,0.72355,0.71171,2.0303,2.0531,2.0256,0.6456,0.6466,0.6409,4876.810059
136,7/8/2016,1.10553,1.11192,1.10019,100.46,101.276,99.998,0.983,0.98655,0.97607,1.2956,1.30185,1.288,1.304,1.30902,1.29889,0.8531,0.8587,0.85035,111.06,111.859,110.877,1.0868,1.087,1.08266,0.75634,0.75704,0.74712,130.169,130.908,129.67,102.17,103.203,102.12,1.27377,1.27757,1.26115,0.7293,0.73063,0.72153,2.0414,2.0502,2.0224,0.6453,0.6473,0.643,4956.759766
137,7/11/2016,1.10617,1.10745,1.10159,102.843,102.88,100.447,0.9824,0.98575,0.9816,1.3005,1.30176,1.28514,1.31129,1.31395,1.30308,0.85045,0.8579,0.84853,113.761,113.78,111.02,1.08683,1.08741,1.0847,0.75357,0.75754,0.75221,133.737,133.757,129.96,104.654,104.75,102.269,1.27776,1.28045,1.26502,0.72205,0.73042,0.72167,2.0376,2.0445,2.0017,0.6447,0.6451,0.6387,4988.640137
138,7/12/2016,1.10639,1.11259,1.10526,104.84,104.982,102.453,0.98833,0.9886,0.9796,1.326,1.3295,1.2972,1.3022,1.31327,1.29814,0.83409,0.8524,0.8336,116.01,116.42,113.292,1.0933,1.09416,1.0864,0.7633,0.76579,0.75318,139.02,139.468,133.02,106.07,106.514,104.08,1.3105,1.31136,1.27505,0.7303,0.73242,0.72116,2.0052,2.0149,1.9986,0.6439,0.6464,0.6423,5022.819824
139,7/13/2016,1.1097,1.11197,1.10424,104.422,104.88,103.909,0.9836,0.98941,0.98224,1.3137,1.33377,1.31346,1.29763,1.30841,1.29366,0.84472,0.84505,0.83,115.875,116.225,114.935,1.0919,1.09437,1.08991,0.76063,0.76382,0.75781,137.159,139.51,136.932,106.107,106.47,105.17,1.2922,1.31831,1.2921,0.72712,0.73172,0.72391,2.0058,2.009,2.0041,0.6439,0.6447,0.6438,5005.72998
140,7/14/2016,1.11221,1.11647,1.10887,105.442,105.936,103.972,0.98014,0.98482,0.97647,1.33408,1.34772,1.31062,1.289,1.29864,1.28631,0.83361,0.84693,0.825,117.274,118.028,115.382,1.09015,1.09422,1.0881,0.76378,0.7653,0.75916,140.664,142.184,136.417,107.46,108.28,105.639,1.30754,1.32053,1.28975,0.72029,0.72946,0.71756,2.0079,2.0236,2.0032,0.6435,0.6467,0.6426,5034.060059
141,7/15/2016,1.10698,1.11488,1.10532,105.553,106.314,105.055,0.98286,0.98468,0.9782,1.32168,1.34802,1.31326,1.29291,1.29878,1.28627,0.83752,0.84164,0.8262,116.858,118.398,116.359,1.0881,1.09167,1.0864,0.76001,0.76761,0.75806,139.505,143.23,138.255,107.391,108.48,106.983,1.29907,1.32062,1.2919,0.71456,0.71947,0.712,2.0217,2.0364,2.0145,0.6452,0.6455,0.6412,5029.589844
142,7/18/2016,1.10716,1.10842,1.10377,106.177,106.259,105.276,0.9824,0.98467,0.9812,1.32593,1.33148,1.31906,1.29307,1.30226,1.29278,0.83492,0.83788,0.83206,117.556,117.689,115.7,1.0875,1.08949,1.085,0.76038,0.76064,0.75757,140.787,141.297,138.09,108.06,108.173,106.62,1.30269,1.30868,1.29705,0.71159,0.71538,0.70693,2.0191,2.0208,1.9706,0.6446,0.6485,0.6426,5055.779785
143,7/19/2016,1.10175,1.10804,1.10002,106.059,106.532,105.651,0.98525,0.98779,0.9814,1.30822,1.3275,1.30747,1.30219,1.30541,1.2944,0.842,0.8423,0.8342,116.862,117.761,116.58,1.08559,1.08902,1.0838,0.75074,0.75875,0.74763,138.746,141.08,138.506,107.627,108.202,107.42,1.28889,1.30442,1.28892,0.70485,0.70619,0.70106,1.9747,1.9857,1.9654,0.6474,0.651,0.6429,5036.370117
144,7/20/2016,1.10173,1.10301,1.09816,106.925,107.019,105.835,0.98677,0.99045,0.98512,1.32136,1.32273,1.30654,1.30491,1.30953,1.30142,0.83373,0.84234,0.83295,117.811,117.909,116.544,1.087,1.08912,1.08443,0.74819,0.75168,0.74624,141.294,141.479,138.369,108.35,108.46,107.324,1.30386,1.30498,1.28923,0.70236,0.70679,0.70185,1.9756,1.9843,1.9644,0.644,0.6453,0.6394,5089.930176
145,7/21/2016,1.10184,1.10593,1.09798,105.678,107.492,105.426,0.98615,0.99065,0.98412,1.32029,1.32744,1.31568,1.30938,1.31007,1.30249,0.83442,0.83825,0.83028,116.45,118.463,116.158,1.08659,1.09037,1.08599,0.74905,0.75139,0.7456,139.543,142.384,139.103,107.15,108.939,106.83,1.30195,1.3104,1.29792,0.69953,0.70044,0.69524,1.9731,1.9798,1.9725,0.6427,0.6428,0.6416,5073.899902
146,7/22/2016,1.09726,1.10411,1.09558,106.181,106.398,105.569,0.98741,0.9895,0.98441,1.31032,1.32905,1.30794,1.31492,1.31853,1.30566,0.83719,0.842,0.83007,116.505,117.27,116.22,1.08357,1.08757,1.08319,0.74662,0.75077,0.74431,139.132,141.107,138.449,107.465,107.9,107.15,1.29393,1.30997,1.28975,0.69935,0.70168,0.69749,1.9761,1.9819,1.9705,0.6427,0.6449,0.6404,5100.160156
147,7/25/2016,1.09903,1.09987,1.09522,105.795,106.722,105.745,0.98615,0.98945,0.985,1.3129,1.31645,1.30954,1.32215,1.32422,1.31247,0.83689,0.83826,0.8338,116.282,116.96,116.24,1.0838,1.08462,1.0818,0.74687,0.74922,0.74556,138.935,140.134,138.784,107.28,108.01,107.24,1.29493,1.3002,1.29235,0.69893,0.7016,0.69574,1.9726,1.9781,1.9557,0.6439,0.6462,0.6406,5097.629883
148,7/26/2016,1.09904,1.10295,1.09785,104.62,105.889,103.997,0.99179,0.99275,0.98355,1.31363,1.31758,1.30581,1.31825,1.32439,1.3176,0.83644,0.84262,0.83524,114.975,116.41,114.459,1.08999,1.09073,1.08316,0.75087,0.7541,0.74631,137.442,139.109,135.992,105.48,107.41,105.254,1.30288,1.30562,1.28692,0.70496,0.70859,0.69846,1.9587,1.9674,1.9543,0.6456,0.6497,0.6434,5110.049805
149,7/27/2016,1.10483,1.10648,1.09619,105.447,106.542,104.692,0.98682,0.99502,0.98615,1.32051,1.32302,1.3073,1.31819,1.32529,1.31577,0.83662,0.8412,0.83499,116.48,117.142,115.011,1.0904,1.09367,1.0898,0.74862,0.75659,0.74211,139.244,139.912,137.496,106.827,107.374,105.5,1.30334,1.30773,1.29892,0.70668,0.70853,0.70051,1.9617,1.9739,1.9574,0.6475,0.6483,0.6408,5139.810059
150,7/28/2016,1.10726,1.112,1.10527,105.391,105.501,104.489,0.98101,0.98657,0.97941,1.31465,1.32485,1.31178,1.31634,1.31921,1.31018,0.84222,0.84507,0.8357,116.706,116.842,115.83,1.08636,1.09336,1.0859,0.75052,0.755,0.74872,138.555,139.22,137.494,107.416,107.56,106.106,1.28958,1.30492,1.28758,0.70763,0.71212,0.70629,1.9692,1.9731,1.9517,0.6427,0.6481,0.6408,5154.97998
151,7/29/2016,1.11836,1.11974,1.10732,102.01,105.649,101.977,0.96825,0.98095,0.9636,1.32314,1.33011,1.31496,1.30449,1.31859,1.30022,0.8451,0.848,0.8388,114.082,116.915,113.888,1.0829,1.0868,1.079,0.7604,0.76102,0.74931,134.976,139.306,134.954,105.32,107.75,105.093,1.281,1.29436,1.2768,0.72256,0.72289,0.70758,1.9565,1.9615,1.9545,0.6474,0.6477,0.6452,5162.129883
152,8/1/2016,1.11614,1.11833,1.11555,102.353,102.682,102.023,0.96853,0.97025,0.96641,1.31876,1.32717,1.31628,1.31062,1.31123,1.30291,0.84625,0.849,0.84189,114.246,114.729,114,1.08111,1.08366,1.0795,0.7552,0.76149,0.75506,134.994,136.254,134.517,105.662,106,105.26,1.27733,1.28615,1.27424,0.71819,0.72299,0.71719,1.9584,1.9735,1.9361,0.6461,0.6562,0.6418,5184.200195
153,8/2/2016,1.12245,1.12336,1.11625,100.927,102.83,100.685,0.9641,0.9694,0.9633,1.33544,1.33656,1.31722,1.30971,1.31411,1.30059,0.84063,0.84921,0.84048,113.288,114.808,113.017,1.0828,1.08347,1.0806,0.76026,0.76378,0.74882,134.695,135.564,133.922,104.51,106.2,104.39,1.28816,1.28842,1.27367,0.72315,0.72563,0.71638,1.9401,1.9464,1.9293,0.6546,0.6572,0.6481,5137.72998
154,8/3/2016,1.1147,1.12228,1.11409,101.152,101.569,100.753,0.97307,0.97385,0.94785,1.33131,1.33716,1.32816,1.30788,1.31478,1.30637,0.83725,0.84325,0.8366,112.762,113.639,112.672,1.08477,1.08584,1.082,0.75808,0.76137,0.75683,134.669,135.439,134.196,103.94,104.984,103.85,1.2953,1.2968,1.28402,0.71514,0.7238,0.71415,1.9434,1.9457,1.9318,0.6492,0.6538,0.6477,5159.740234
155,8/4/2016,1.11279,1.11563,1.11139,101.159,101.667,100.866,0.9736,0.97497,0.9722,1.31248,1.33458,1.31032,1.30168,1.3089,1.29968,0.84778,0.8497,0.83446,112.569,113.267,112.47,1.08343,1.08512,1.08276,0.76269,0.76404,0.75849,132.768,135.246,132.54,103.88,104.498,103.72,1.2774,1.29904,1.27588,0.71768,0.7202,0.71471,1.942,1.945,1.9015,0.651,0.6694,0.6491,5166.25
156,8/5/2016,1.10874,1.11613,1.10458,101.783,102.059,100.876,0.98037,0.98304,0.9726,1.30718,1.31749,1.30217,1.31621,1.32002,1.30096,0.84819,0.85051,0.8463,112.843,112.98,112.322,1.08714,1.0874,1.0838,0.76224,0.76639,0.7598,133.043,133.246,132.253,103.799,104.07,103.45,1.28162,1.28282,1.27693,0.71375,0.7221,0.71221,1.9139,1.9272,1.9107,0.6646,0.6663,0.6605,5221.120117
157,8/8/2016,1.10826,1.11048,1.10724,102.436,102.654,101.875,0.98255,0.98416,0.97863,1.3036,1.30965,1.30282,1.31636,1.31901,1.3137,0.85005,0.85086,0.84693,113.535,113.752,112.83,1.08907,1.09033,1.08564,0.76519,0.76721,0.75978,133.539,134.015,132.96,104.24,104.45,103.787,1.28093,1.28477,1.27841,0.71403,0.7146,0.70876,1.9176,1.9224,1.9167,0.6644,0.6647,0.6629,5213.140137
158,8/9/2016,1.11111,1.11224,1.10709,101.901,102.53,101.793,0.98164,0.9844,0.9816,1.30014,1.3044,1.29563,1.31329,1.31899,1.31097,0.85446,0.8566,0.8497,113.22,113.59,113.04,1.09079,1.09199,1.0887,0.76686,0.7687,0.76223,132.497,133.61,132.112,103.8,104.27,103.63,1.27639,1.2818,1.27376,0.71574,0.71801,0.71111,1.9221,1.9252,1.9075,0.6637,0.673,0.6625,5225.47998
159,8/10/2016,1.11741,1.119,1.1114,101.271,101.96,100.969,0.97494,0.98183,0.97514,1.30057,1.3094,1.29915,1.30551,1.31214,1.29909,0.85905,0.85973,0.85183,113.18,113.47,112.8,1.08962,1.09249,1.08973,0.77077,0.7756,0.76622,131.721,132.825,131.571,103.86,103.94,103.28,1.2682,1.28195,1.26828,0.72131,0.72647,0.71603,1.9158,1.9201,1.9033,0.6717,0.6755,0.6686,5204.580078
160,8/11/2016,1.11439,1.11913,1.11362,101.878,102.053,101.03,0.97471,0.97658,0.97118,1.29663,1.30276,1.29361,1.29794,1.30794,1.29586,0.85936,0.86234,0.8577,113.53,113.693,112.712,1.08632,1.09011,1.08548,0.77048,0.77255,0.7692,132.104,132.247,131.022,104.51,104.7,103.64,1.26389,1.26906,1.25916,0.72134,0.73087,0.72057,1.9167,1.9247,1.8775,0.6702,0.6872,0.6682,5228.399902
161,8/12/2016,1.11594,1.12213,1.11316,101.249,102.271,100.831,0.97488,0.97654,0.97085,1.29084,1.30344,1.29088,1.29603,1.29926,1.2925,0.86446,0.86526,0.8584,113.003,114.03,112.734,1.08806,1.0899,1.08556,0.76484,0.77245,0.76468,130.702,132.527,130.378,103.845,104.87,103.62,1.25845,1.26765,1.25775,0.72005,0.72547,0.71861,1.882,1.8895,1.8747,0.6857,0.687,0.6828,5232.890137
162,8/15/2016,1.1184,1.12035,1.11535,101.228,101.455,100.875,0.97245,0.9759,0.97134,1.2876,1.29447,1.28661,1.29158,1.2975,1.29023,0.86836,0.87027,0.86216,113.217,113.294,112.68,1.08786,1.09024,1.08727,0.7675,0.76916,0.76368,130.372,131.209,129.99,104.06,104.14,103.525,1.25256,1.26227,1.24997,0.72104,0.72264,0.71651,1.8771,1.8808,1.8664,0.6847,0.6874,0.6832,5262.02002
163,8/16/2016,1.12753,1.13224,1.11778,100.271,101.291,99.54,0.96224,0.97332,0.95896,1.30366,1.3051,1.2877,1.28522,1.29336,1.27993,0.86497,0.87247,0.8641,113.064,113.29,112.37,1.08507,1.0889,1.0837,0.76974,0.775,0.7654,130.725,130.883,129.256,104.16,104.43,103.237,1.25453,1.25565,1.24504,0.72727,0.73041,0.71992,1.8735,1.8801,1.8729,0.6864,0.6872,0.6859,5227.109863
164,8/17/2016,1.12814,1.1316,1.12417,100.276,101.167,100.044,0.9627,0.96575,0.95972,1.3039,1.30858,1.29786,1.28596,1.29178,1.28313,0.86499,0.86725,0.86288,113.1,113.931,112.82,1.0858,1.08642,1.08358,0.764,0.77085,0.76104,130.773,131.811,130.28,104.149,104.99,103.92,1.2553,1.25689,1.25113,0.72417,0.7322,0.72038,1.8686,1.872,1.8436,0.6861,0.6896,0.6845,5228.660156
165,8/18/2016,1.13541,1.13573,1.12877,99.981,100.497,99.64,0.9539,0.9624,0.95391,1.31631,1.31716,1.3038,1.2769,1.2856,1.27645,0.86256,0.8673,0.859,113.521,113.702,112.66,1.08331,1.08709,1.08318,0.76913,0.77231,0.76498,131.61,132.25,130.04,104.785,104.82,103.7,1.25575,1.2627,1.25169,0.72935,0.73109,0.72515,1.851,1.8525,1.8287,0.6855,0.6929,0.6844,5240.149902
166,8/19/2016,1.13276,1.13601,1.13044,100.141,100.459,99.914,0.95918,0.96109,0.95406,1.3078,1.31854,1.30241,1.28548,1.28916,1.27742,0.86608,0.86917,0.861,113.435,113.877,113.23,1.0866,1.0875,1.0827,0.76239,0.7691,0.75995,130.961,132.018,130.358,104.378,105.132,104.28,1.2544,1.2582,1.24758,0.72743,0.72912,0.72415,1.839,1.8485,1.8351,0.6899,0.6914,0.6835,5238.379883
167,8/22/2016,1.1323,1.13306,1.12714,100.274,100.931,100.215,0.96153,0.96486,0.96004,1.31339,1.31568,1.3035,1.29413,1.29652,1.28744,0.86189,0.86717,0.8609,113.535,114.09,113.411,1.0886,1.0894,1.086,0.76284,0.76397,0.75838,131.67,132.151,131.1,104.275,104.92,104.14,1.26286,1.2649,1.255,0.7272,0.72936,0.72101,1.8419,1.8481,1.8342,0.6881,0.6887,0.684,5244.600098
168,8/23/2016,1.1307,1.13551,1.13041,100.191,100.39,99.946,0.96273,0.96322,0.9594,1.31993,1.32101,1.31293,1.29108,1.29459,1.28596,0.85657,0.8629,0.85631,113.282,113.724,113.228,1.08864,1.09062,1.08772,0.76183,0.76551,0.76158,132.233,132.319,131.464,104.05,104.39,103.99,1.27076,1.27124,1.2629,0.72984,0.73444,0.7274,1.8418,1.8708,1.8348,0.685,0.6857,0.6712,5260.080078
169,8/24/2016,1.12634,1.13115,1.12455,100.436,100.609,100.097,0.96673,0.9684,0.96264,1.32289,1.32725,1.31618,1.29259,1.29576,1.29024,0.8514,0.8579,0.8486,113.12,113.585,112.79,1.0892,1.0899,1.08697,0.76112,0.76339,0.7589,132.866,133.298,131.983,103.852,104.316,103.54,1.27926,1.2833,1.2688,0.7305,0.7335,0.7269,1.8379,1.8451,1.8301,0.6845,0.6872,0.6797,5217.689941
170,8/25/2016,1.12822,1.12976,1.12595,100.531,100.614,100.306,0.9676,0.96886,0.96417,1.31853,1.32637,1.3169,1.29267,1.29394,1.28992,0.85599,0.8567,0.85004,113.424,113.58,113.09,1.09181,1.0924,1.08832,0.76144,0.76388,0.76024,132.548,133.287,132.396,103.87,104.16,103.81,1.27583,1.28179,1.27256,0.73003,0.7336,0.72869,1.839,1.8592,1.8294,0.683,0.6857,0.6763,5212.200195
171,8/26/2016,1.11985,1.13406,1.11808,101.794,101.942,100.066,0.97825,0.97924,0.9632,1.31334,1.32789,1.31219,1.29935,1.30117,1.2832,0.85234,0.8565,0.8518,113.96,114.133,113.157,1.0953,1.09584,1.0899,0.75649,0.7692,0.75516,133.67,133.869,132.395,104.05,104.29,103.444,1.2844,1.2855,1.27495,0.72339,0.73802,0.72217,1.8558,1.8644,1.8481,0.6788,0.6794,0.673,5218.919922
172,8/29/2016,1.11867,1.1208,1.11584,101.967,102.391,101.84,0.9779,0.98064,0.9765,1.3109,1.3228,1.306,1.30148,1.30475,1.29765,0.8531,0.8555,0.85206,114.067,114.69,113.97,1.09419,1.09546,1.09267,0.75762,0.75812,0.75254,133.668,134.39,133.435,104.217,104.81,104.07,1.2819,1.28463,1.27916,0.72589,0.72641,0.72111,1.8577,1.8772,1.8538,0.6749,0.6754,0.6643,5232.330078
173,8/30/2016,1.11403,1.11922,1.11324,103.032,103.134,101.754,0.98406,0.98445,0.9776,1.30758,1.31197,1.306,1.30942,1.30946,1.30106,0.85193,0.8552,0.8497,114.778,114.94,113.86,1.09631,1.0965,1.09337,0.75044,0.75796,0.75008,134.717,134.871,133.36,104.688,104.91,104.03,1.28653,1.2884,1.27926,0.72132,0.72649,0.72048,1.8744,1.8859,1.8642,0.6659,0.6674,0.6591,5222.990234
174,8/31/2016,1.11588,1.11653,1.11236,103.429,103.531,102.865,0.98331,0.9863,0.98181,1.3128,1.3158,1.3067,1.3108,1.31453,1.30804,0.84999,0.8526,0.84736,115.419,115.422,114.694,1.0973,1.0974,1.09375,0.7518,0.75331,0.74908,135.784,135.867,134.618,105.175,105.34,104.58,1.29091,1.29428,1.28538,0.72587,0.72655,0.72206,1.8695,1.8754,1.8605,0.6627,0.6658,0.6587,5213.220215
175,9/1/2016,1.11972,1.1205,1.11277,103.276,104,103.063,0.9796,0.98847,0.97856,1.32661,1.33177,1.3129,1.30951,1.31479,1.30832,0.84398,0.8501,0.83883,115.643,115.824,115.035,1.09692,1.1001,1.09568,0.75513,0.75587,0.75049,137.005,138.029,135.418,105.416,105.551,104.67,1.29954,1.30833,1.29138,0.72777,0.72949,0.72277,1.8734,1.8807,1.8496,0.6596,0.669,0.6573,5227.209961
